Company/Brand,Car Name,Battery_CC,Battery_kWh,Horsepower (hp),Top Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm),Torque
Jaguar Land Rover,Jaguar F-PACE SVR,5000,,550,283,4,85000,P,5,700,700 Nm
Jaguar Land Rover,Jaguar XE S,1999,,340,250,5.3,55000,P,5,450,450 Nm
Jaguar Land Rover,Jaguar XF R-Dynamic,2497,,340,250,5.4,65000,P,5,480,480 Nm
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),2995,,300,250,6,90000,P,5,400,400 Nm
Jaguar Land Rover,Jaguar F-Type Heritage Edition,5000,,550,300,3.9,110000,P,2,680,680 Nm
Jaguar Land Rover,Jaguar E-PACE S,1999,,200,230,7,50000,P,5,430,430 Nm
Jaguar Land Rover,Jaguar I-PACE HSE,,90,400,200,4.5,90000,E,5,696,696 Nm
Jaguar Land Rover,Jaguar F-Type V8 R,5000,,550,300,3.9,100000,P,2,680,680 Nm
Jaguar Land Rover,Jaguar F-Type R-Dynamic,2497,,300,250,5.1,70000,P,2,400,400 Nm
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,1999,,300,250,5.5,55000,P,5,400,400 Nm
Jaguar Land Rover,Jaguar XF Sportbrake,2497,,250,250,6.5,60000,P,5,400,400 Nm
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,,90,400,200,4.5,85000,E,5,696,696 Nm
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,1999,,247,225,6.4,60000,P,5,365,365 Nm
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,1999,,246,230,6.8,55000,P,5,430,430 Nm
Jaguar Land Rover,Jaguar XJ50,2995,,300,250,6,80000,P,5,400,400 Nm
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,5000,,550,300,3.9,100000,P,2,680,680 Nm
Jaguar Land Rover,Jaguar F-PACE S AWD,2497,,340,250,5.4,65000,P,5,480,480 Nm
Jaguar Land Rover,Jaguar XE SE,1999,,250,240,6.2,50000,P,5,365,365 Nm
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,2995,,380,280,4.8,80000,P,2,460,460 Nm
Jaguar Land Rover,Jaguar XE R-Sport AWD,2497,,300,250,5.5,55000,P,5,400,400 Nm
Jaguar Land Rover,Jaguar XF Portfolio AWD,2497,,340,250,5.4,60000,P,5,450,450 Nm
Jaguar Land Rover,Jaguar F-Type Coupe R,5000,,550,300,3.9,100000,P,2,680,680 Nm
Jaguar Land Rover,Jaguar I-PACE First Edition,,90,400,200,4.5,85000,E,5,696,696 Nm
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,2497,,340,250,5.4,65000,P,5,480,480 Nm
Jaguar Land Rover,Jaguar XJ Supercharged,5000,,510,280,4.2,90000,P,5,625,625 Nm
Jaguar Land Rover,Jaguar F-Type P450 AWD,5000,,450,290,4,90000,P,2,600,600 Nm
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,1999,,398,220,5.1,75000,,5,640,640 Nm
Jaguar Land Rover,Jaguar F-Type P300 Coupe,1999,,300,250,5.5,60000,P,2,400,400 Nm
Acura,NSX Type S,3493,,600,307,2.9,157000,H,2,666,666 Nm
Acura,TLX PMC Edition,3500,,290,250,5.7,62000,P,5,362,362 Nm
Acura,MDX Advance,3500,,290,190,6,60000,P,7,362,362 Nm
Acura,RDX Technology,1500,,272,210,6.6,45000,P,5,400,400 Nm
Acura,ILX Premium,2400,,201,200,6.6,30000,P,5,180,180 Nm
Acura,TLX A-Spec,3500,,290,250,5.7,50000,P,5,362,362 Nm
Acura,RDX SH-AWD,1500,,272,210,6.6,50000,P,5,400,400 Nm
Acura,MDX SH-AWD,3500,,290,190,6,55000,P,7,362,362 Nm
Acura,RDX Platinum Elite,1500,,272,210,6.6,55000,P,5,400,400 Nm
Acura,TLX A-Spec Sedan,3500,,290,250,5.7,50000,P,5,362,362 Nm
Acura,TLX 2.4L,2400,,206,210,6,35000,P,5,247,247 Nm
Acura,MDX Hybrid,3500,,321,190,6,55000,H,7,335,335 Nm
Acura,RDX Hybrid,1500,,247,210,6.6,50000,H,5,400,400 Nm
Acura,ILX Technology Package,2400,,201,200,6.6,30000,P,5,180,180 Nm
Acura,NSX GT3 (Track Version),3493,,500,300,3,150000,H,2,600,600 Nm
Acura,RDX Turbo AWD,1500,,272,210,6.6,45000,P,5,400,400 Nm
Acura,TLX 3.5L V6,3500,,290,250,5.7,50000,P,5,362,362 Nm
Acura,ILX Special Edition,2400,,201,200,6.6,30000,P,5,180,180 Nm
Acura,MDX SH-AWD w/Technology Package,3500,,290,190,6,55000,P,7,362,362 Nm
Acura,NSX 3.5L Hybrid Coupe,3493,,537,307,2.9,157000,H,2,666,666 Nm
Acura,MDX Elite,3500,,290,190,6,58000,P,7,362,362 Nm
Acura,TLX V6 Advance,3500,,290,250,5.7,46000,P,5,362,362 Nm
Acura,NSX Carbon Edition,3493,,537,307,2.9,157000,H,2,666,666 Nm
Acura,RDX Turbo SH-AWD,1500,,272,210,6.6,42000,P,5,400,400 Nm
Acura,ILX Technology Plus,2400,,201,200,6.6,28000,P,5,180,180 Nm
Acura,TLX Type S PMC Edition,3000,,355,250,5.1,54000,P,5,480,480 Nm
Acura,MDX Sport Hybrid,3500,,321,190,6,52000,H,7,335,335 Nm
Peugeot,208,1199,,82,180,10.5,22000,P,5,160,160 Nm
Peugeot,2008,1199,,100,190,9,25000,P,5,205,205 Nm
Peugeot,301,1598,,115,185,10,23500,P,5,150,150 Nm
Peugeot,308,1598,,130,200,8,28000,P,5,230,230 Nm
Peugeot,3008,1598,,180,210,7.5,32000,P,5,400,400 Nm
Peugeot,5008,1998,,165,200,9.5,35000,D,7,400,400 Nm
Peugeot,508,1998,,180,235,8,35500,P,5,300,300 Nm
Peugeot,Partner,1560,,75,160,12,22500,D,5,200,200 Nm
Peugeot,Expert,1997,,120,180,10,30000,D,3,300,300 Nm
Peugeot,Boxer,2200,,140,160,11,32000,D,3,340,340 Nm
Peugeot,e-208,,50,136,150,8.1,35000,E,5,260,260 Nm
Peugeot,e-2008,,50,136,150,8.5,38000,E,5,260,260 Nm
Peugeot,208 GTI,1598,,208,230,6.5,28000,P,5,300,300 Nm
Peugeot,308 GTI,1598,,270,250,6,35000,P,5,330,330 Nm
Peugeot,508 PSE (Peugeot Sport Engineered),1598,,360,250,5.2,55000,H,5,520,520 Nm
Peugeot,308 Allure,1199,,130,205,9.3,25000,P,5,230,230 Nm
Peugeot,2008 Allure,1199,,130,200,9.7,27000,P,5,230,230 Nm
Peugeot,3008 Allure,1499,,180,210,8,30000,P,5,250,250 Nm
Peugeot,5008 Allure,1499,,180,200,8.5,33000,P,7,250,250 Nm
Peugeot,508 Allure,1499,,180,225,8,35000,P,5,250,250 Nm
Peugeot,3008 GT,1598,,200,220,7.5,35000,P,5,280,280 Nm
Peugeot,508 GT,1598,,225,235,6.8,40000,P,5,300,300 Nm
Peugeot,3008 GT Hybrid,1598,,300,235,6,45000,H,5,400,400 Nm
Peugeot,5008 GT Hybrid,1598,,300,210,6.5,48000,H,7,400,400 Nm
Peugeot,208 Allure Premium,1199,,130,200,9.5,28000,P,5,230,230 Nm
Peugeot,Partner Tepee,1560,,100,170,12,25000,D,5,260,260 Nm
Peugeot,Expert L2H1,1997,,120,160,13,30000,D,3,320,320 Nm
Peugeot,Boxer L2H2,2200,,130,140,14,35000,D,3,350,350 Nm
Peugeot,Partner Electric,,,136,130,9,40000,E,5,260,260 Nm
Peugeot,Expert Electric,,,136,130,9.5,45000,E,5,260,260 Nm
Peugeot,208 PSE (Peugeot Sport Engineered),1598,,225,250,5.5,45000,H,5,360,360 Nm
Peugeot,308 PSE,1598,,360,250,5,55000,H,5,520,520 Nm
Peugeot,508 PSE,1598,,360,250,5.2,60000,H,5,520,520 Nm
Peugeot,3008 PSE,1598,,300,235,6,50000,H,5,400,400 Nm
Peugeot,2008 Active,1199,,100,190,11.2,22000,P,5,205,205 Nm
Peugeot,3008 Active,1499,,130,200,10,30000,P,5,240,240 Nm
Peugeot,5008 Active,1499,,130,190,10.5,33000,P,7,240,240 Nm
Peugeot,3008 Allure Premium,1499,,130,200,9.8,32000,P,5,240,240 Nm
Peugeot,5008 Allure Premium,1499,,130,190,10.2,35000,P,7,240,240 Nm
Peugeot,3008 GT Line,1598,,180,210,8.5,35000,P,5,250,250 Nm
Peugeot,5008 GT Line,1598,,180,200,9,38000,P,7,250,250 Nm
Peugeot,2008 GT,1199,,130,200,9.3,25000,P,5,230,230 Nm
Peugeot,5008 GT,1598,,180,210,8.2,40000,P,7,250,250 Nm
Peugeot,508 SW (Station Wagon),1598,,180,220,8.4,35000,P,5,300,300 Nm
Peugeot,508 Saloon,1598,,180,210,8.6,37000,P,5,300,300 Nm
Peugeot,308 Saloon,1199,,130,200,9,28000,P,5,230,230 Nm
Peugeot,301 Sedan,1199,,82,180,12,20000,P,5,115,115 Nm
Peugeot,208 Sedan,1199,,100,190,11.2,22000,P,5,205,205 Nm
Ford,Fusion (Mondeo),2000,,205,220,7.5,32500,H,5,373,200 - 400 Nm
Ford,Taurus,3500,,282,220,6.5,37500,P,5,373,300 - 500 Nm
Ford,Fiesta,1500,,142,200,7,20000,P,5,373,130 - 290 Nm
Ford,Focus,2000,,210,220,6.5,25000,P,5,373,150 - 400 Nm
Ford,KA+,1200,,78,165,10.5,13500,P,5,373,100 - 140 Nm
Ford,EcoSport,2000,,144,180,9,22500,P,5,373,170 - 200 Nm
Ford,Escape (Kuga),2500,,190,190,7.5,31500,H,5,373,230 - 200 Nm
Ford,Edge,2700,,292,200,6.5,40000,P,5,373,400 - 475 Nm
Ford,Explorer,3000,,350,200,6,45000,P,7,373,420 - 500 Nm
Ford,Expedition,5400,,388,180,6.5,62500,P,8,373,650 - 800 Nm
Ford,Bronco,2700,,292,200,7.5,42500,P,4,373,400 - 600 Nm
Ford,Bronco Sport,2000,,216,185,7,32000,P,5,373,250 - 375 Nm
Ford,F-150,5000,,370,200,5.75,55000,P,5,373,400 - 700 Nm
Ford,F-250 Super Duty,7300,,430,180,6.75,55000,P,5,373,"700 - 1,050 Nm"
Ford,F-350 Super Duty,7300,,462,180,7.5,60000,D,5,373,"1,050 - 1,200 Nm"
Ford,Maverick,2000,,220,180,7.25,26000,H,5,373,250 - 380 Nm
Ford,Ranger,2700,,298,180,6.5,35000,P,5,373,400 - 540 Nm
Ford,Mustang Mach-E,,83,385,180,3.5  (GT Model),52000,E,5,373,430 Nm (GT Model)
Ford,F-150 Lightning,,98,452,180,4.5,65000,E,5,1051,1051 Nm
Ford,Escape Hybrid,2500,,200,180,7.7,33000,H,5,373,210 Nm (Electric)
Ford,Explorer Hybrid,3300,,318,180,7.5,52500,H,7,500,500 Nm
Ford,Mustang,5000,,450,250,4.3,55000,P,4,530,530 Nm
Ford,GT,3500,,660,348,3,500000,P,2,746,746 Nm
Ford,Focus ST,2300,,280,250,5.7,30000,P,5,420,420 Nm
Ford,Fiesta ST,1500,,200,230,6.5,23000,P,5,290,290 Nm
Ford,Bronco Raptor,3000,,400,220,5.5,70000,P,4,583,583 Nm
Ford,Ranger Raptor,2700,,392,200,6,45000,P,5,583,583 Nm
Ford,F-150 Raptor,3500,,450,200,5,70000,P,5,691,691 Nm
Ford,Puma,1000,,123,191,9.6,28000,P,5,200,200 Nm
Ford,Territory,1500,,140,180,11,32000,P,5,225,225 Nm
Ford,Everest,2000,,210,190,10.5,52000,D,7,500,500 Nm
Ford,Flex,3500,,287,200,7.9,31000,P,7,345,345 Nm
Ford,Transit,2000,,170,160,12,43455,D,8.5,405,405 Nm
Ford,Transit Connect,2000,,162,175,10.5,29365,P,4.5,200,200 Nm
Ford,F-450 Super Duty,6700,,475,165,8.5,61625,D,4,1424,"1,424 Nm"
Ford,F-550 Super Duty,6700,,475,165,8.8,64540,D,4,1424,"1,424 Nm"
Ford,Mustang Shelby GT500,5200,,760,290,3.5,79420,P,2,847,847 Nm
Ford,Mustang Shelby GT350,5200,,526,280,4,59140,P,2,582,582 Nm
Ford,F-150 Platinum,3500,,400,180,6.5,64695,P,5,678,678 Nm
Ford,F-150 Limited,3500,,450,190,6.1,84910,P,5,678,678 Nm
Ford,Explorer Platinum,3000,,400,230,6,56505,P,7,563,563 Nm
Ford,Expedition King Ranch,3500,,440,210,6.8,79560,P,7.5,691,691 Nm
Ford,Transit Custom,2000,,130,160,12.5,35000,D,5.5,385,385 Nm
Ford,E-Series Cutaway,7300,,350,140,13,36000,P,2,569,569 Nm
Ford,Transit Chassis Cab,2000,,170,160,11.5,37000,D,2,405,405 Nm
Ford,Transit Electric (E-Transit),,89,266,140,9,52000,E,7,430,430 Nm
Ford,Explorer Plug-in Hybrid,3000,,457,225,6,53000,H,7,825,825 Nm
Ford,Maverick Hybrid,2500,,191,180,7.8,25000,H,5,210,210 Nm
Ford,Mustang (2024),5000,,450,250,4.5,60000,P,4,570,570 Nm
Ford,Ranger (2024),2000,,210,180,8,40000,D,5,500,500 Nm
Ford,Escape Plug-in Hybrid (2024),2500,,221,190,7.5,38000,H,5,210,210 Nm
Ford,Bronco (2024),2700,,310,200,6.7,45000,P,5,542,542 Nm
Ford,Explorer (2024),3000,,400,230,5.9,55000,P,7,563,563 Nm
Mitsubishi,Mirage,1200,,78,170,12,17000,P,5,100,100 Nm
Mitsubishi,Mirage G4,1200,,78,170,12,18000,P,5,100,100 Nm
Mitsubishi,Outlander,2500,,181,190,9.5,31500,P,7,245,245 Nm
Mitsubishi,Outlander PHEV,2400,20,248,170,10.5,41000,H,5,300,300 Nm
Mitsubishi,Eclipse Cross,1500,,152,180,9.8,26500,P,5,250,250 Nm
Mitsubishi,ASX (Outlander Sport),2000,,148,190,10,24500,P,5,197,197 Nm
Mitsubishi,Pajero,3200,,189,180,10.5,42500,D,7,441,441 Nm
Mitsubishi,Pajero Sport,2400,,181,180,11,37500,D,7,430,430 Nm
Mitsubishi,Triton (L200),2400,,181,177,10.5,30000,D,5,430,430 Nm
Mitsubishi,Lancer Evolution X,2000,,291,240,5,45000,P,5,407,407 Nm
Mitsubishi,i-MiEV (Electric),,16,66,130,15,24500,E,4,196,196 Nm
Mitsubishi,Xpander,1500,,105,170,13.5,22500,P,7,141,141 Nm
Mitsubishi,Delica D:5,2200,,145,175,11,37500,D,7,360,360 Nm
Mitsubishi,Colt,1500,,112,180,10.5,17500,P,5,373,100 - 180 Nm
Mitsubishi,Grandis,2400,,165,190,11,27500,P,7,217,217 Nm
Mitsubishi,Outlander Black Edition,2500,,181,190,9.5,33500,P,7,245,245 Nm
Mitsubishi,Outlander SEL,2500,,181,190,9.5,32500,P,7,245,245 Nm
Mitsubishi,Outlander SE,2500,,181,190,9.5,30500,P,7,245,245 Nm
Mitsubishi,Eclipse Cross Black Edition,1500,,152,180,9.8,29000,P,5,250,250 Nm
Mitsubishi,ASX Exceed,2000,,148,190,10,27000,P,5,197,197 Nm
Mitsubishi,Triton Athlete,2400,,181,177,10.5,31000,D,5,430,430 Nm
Mitsubishi,Pajero Final Edition,3200,,189,180,10.5,47500,D,7,441,441 Nm
Mitsubishi,L200 Barbarian X,2400,,181,177,10.5,32500,D,5,430,430 Nm
Mitsubishi,Space Star,1200,,78,170,12,16000,P,5,100,100 Nm
Mitsubishi,Lancer EX,2000,,132,200,10,22500,P,5,373,154 - 197 Nm
Mitsubishi,Montero Sport,2400,,181,180,11,37500,D,7,430,430 Nm
Mitsubishi,Attrage,1200,,78,170,12.5,16000,P,5,100,100 Nm
Mitsubishi,RVR SE,2000,,148,190,10.5,24000,P,5,197,197 Nm
Mitsubishi,Delica Van,2200,,145,175,11.5,32500,D,7,360,360 Nm
Mitsubishi,Canter (Truck),3000,,150,120,6.5,40000,D,2,370,370 Nm
Mitsubishi,Lancer GLX,1600,,115,190,11.5,18500,P,5,154,154 Nm
Mitsubishi,Pajero GLS,3200,,189,180,10.5,47500,D,7,441,441 Nm
Mitsubishi,Xpander Cross,1500,,105,170,12,22500,P,7,141,141 Nm
Mitsubishi,Eclipse Cross PHEV,2400,,188,180,10.5,37500,,5,199,199 Nm
Mitsubishi,Outlander ES,2500,,181,190,9.5,29000,P,7,245,245 Nm
Mitsubishi,Montero GLX,2400,,181,180,11,37500,D,7,430,430 Nm
Mitsubishi,Triton GLX-R,2400,,181,177,10.5,31000,D,5,430,430 Nm
Mitsubishi,ASX Dynamic,2000,,148,190,10,26500,P,5,197,197 Nm
Mitsubishi,Mirage ES,1200,,78,170,12.5,16000,P,5,100,100 Nm
Mitsubishi,Outlander LE,2500,,181,190,9.5,32500,P,7,245,245 Nm
Mitsubishi,Fuso Fighter (Truck),7500,,240,120,6.5,80000,D,2,686,686 Nm
Mitsubishi,Fuso Canter Eco Hybrid,3000,,150,120,6.5,55000,H,2,370,370 Nm
Mitsubishi,Space Runner,1800,,140,185,10.5,21500,P,5,170,170 Nm
Mitsubishi,Toppo BJ,660,,52,130,15,11000,P,4,60,60 Nm
Mitsubishi,Chariot,2000,,140,185,10.5,21500,P,7,170,170 Nm
Mitsubishi,Lancer SE Limited,2000,,148,200,10,22500,P,5,197,197 Nm
Mitsubishi,Pajero SWB (Short Wheel Base),3200,,189,180,10.5,47500,D,5,441,441 Nm
Mitsubishi,Delica Space Gear,2400,,145,170,13,32500,P,7,206,206 Nm
Mitsubishi,i (Kei Car),660,,64,130,15.5,13500,P,4,94,94 Nm
Mitsubishi,Dion,2000,,135,180,11.5,16500,P,7,181,181 Nm
Mitsubishi,Airtrek,2400,,160,190,11,22500,P,5,214,214 Nm
Mitsubishi,eK Space,660,,52,130,15,11000,P,4,60,60 Nm
Mitsubishi,eK X,660,,64,140,13.5,13500,P,4,94,94 Nm
Mitsubishi,Colt CZC Convertible,1500,,147,200,9.5,27500,P,4,210,210 Nm
Mitsubishi,Galant Fortis,2000,,154,200,10,20000,P,5,200,200 Nm
Mitsubishi,Endeavor,3800,,225,190,9.5,31500,P,5,343,343 Nm
Mitsubishi,Grand Lancer,1800,,138,190,11.5,22500,P,5,173,173 Nm
Mitsubishi,Sigma,3000,,210,220,8.5,37500,P,5,270,270 Nm
Mitsubishi,Town Box,660,,48,120,16,11000,P,4,60,60 Nm
Mitsubishi,Minicab MiEV,,16,64,100,6.5,19000,E,2,196,196 Nm
Mazda,Mazda3,2000,,155,200,8.9,24000,P,5,213,213 Nm
Mazda,Mazda3 Hatchback,2500,,186,210,8.3,26000,P,5,252,252 Nm
Mazda,Mazda6,2500,,250,240,6.4,31000,P,5,420,420 Nm
Mazda,CX-3,2000,,146,180,9.5,23000,P,5,197,197 Nm
Mazda,CX-30,2500,,186,204,8.7,25500,P,5,252,252 Nm
Mazda,CX-5,2500,,187,200,8.8,29000,P,5,252,252 Nm
Mazda,CX-50,2500,,256,220,6.9,32500,P,5,434,434 Nm
Mazda,CX-8,2200,,187,200,9.2,39000,D,7,450,450 Nm
Mazda,CX-9,2500,,250,210,7.2,41500,P,7,420,420 Nm
Mazda,CX-90,3300,,340,240,6.2,55000,P,7,500,500 Nm
Mazda,MX-5 Miata,2000,,181,225,6.5,30000,P,2,205,205 Nm
Mazda,MX-5 Miata RF,2000,,181,225,6.5,36500,P,2,205,205 Nm
Mazda,MX-30 Electric,,35.5,143,140,9.7,35000,E,5,271,271 Nm
Mazda,CX-4,2000,,158,190,9.6,25000,P,5,202,202 Nm
Mazda,CX-7,2300,,244,210,7.9,30500,P,5,350,350 Nm
Mazda,Tribute,3000,,200,190,9,27000,P,5,270,270 Nm
Mazda,B-Series Pickup,2500,,143,170,11.5,22500,D,5,330,330 Nm
Mazda,BT-50,3200,,200,180,10,31000,D,5,470,470 Nm
Mazda,RX-7,1300,,276,250,5.5,40000,P,4,314,314 Nm
Mazda,RX-3,1200,,110,180,8.9,17500,P,4,145,145 Nm
Mazda,RX-Vision Concept,,,400,300,6.5,,H,2,373,N/A
Mazda,323F,1600,,105,180,10.5,16000,P,5,145,145 Nm
Mazda,Familia Sedan,1500,,100,175,11,14000,P,5,135,135 Nm
Mazda,Premacy,2000,,138,190,9.8,21000,P,7,180,180 Nm
Mazda,Demio,1500,,108,180,10.2,15500,P,5,142,142 Nm
Mazda,Millenia,2300,,210,215,8.2,27500,P,5,280,280 Nm
Mazda,Eunos Cosmo,2000,,280,240,6,45000,P,4,300,300 Nm
Mazda,Atenza,2500,,192,210,8.5,25000,P,5,252,252 Nm
Mazda,Roadpacer AP,1300,,130,170,11.5,22500,P,5,165,165 Nm
Mazda,626,2000,,140,190,9.5,20000,P,5,180,180 Nm
Mazda,929,3000,,205,220,8,27500,P,5,270,270 Nm
Mazda,Luce,1800,,135,180,10.5,17500,P,5,170,170 Nm
Mazda,Capella,1600,,110,175,11.2,16000,P,5,145,145 Nm
Mazda,Carol,660,,63,140,15.5,10500,P,4,90,90 Nm
Mazda,Autozam AZ-1,657,,63,140,11,15000,P,2,85,85 Nm
Mazda,Spiano,660,,54,130,16,9000,P,4,80,80 Nm
Mazda,Verisa,1500,,113,170,11,16000,P,5,140,140 Nm
Mazda,MX-6,2500,,164,210,8.8,21000,P,4,215,215 Nm
Mazda,MPV,3000,,200,185,9.5,27500,P,7,265,265 Nm
Mazda,Proceed Marvie,2600,,120,160,12,22500,P,5,200,200 Nm
Mazda,Sentia,3000,,200,200,9,25000,P,5,265,265 Nm
Mazda,Cronos,2500,,160,190,8.5,20000,P,5,210,210 Nm
Mazda,Scrum,660,,63,130,15,10000,P,4,85,85 Nm
Mazda,Parkway,1800,,115,160,12.5,22500,P,5,155,155 Nm
Mazda,Titan (Truck),3000,,130,120,15,27500,D,2,300,300 Nm
Mazda,CX-60,2500,,187,200,8.5,42500,P,5,250,250 Nm
Mazda,CX-80,3000,,250,210,7.5,47500,P,7,400,400 Nm
Mazda,T1500,1500,,75,120,18,16500,P,2,105,105 Nm
Mazda,Bongo Van,2000,,100,160,14,20000,P,3,140,140 Nm
Mazda,Bongo Friendee,2500,,115,160,12.5,22000,P,7,160,160 Nm
Mazda,Revue,1300,,75,130,15.5,11000,P,5,110,110 Nm
Mazda,Proteg,1800,,125,185,9,16500,P,5,170,170 Nm
Mazda,Xedos 6,2500,,170,215,8.5,27500,P,5,230,230 Nm
Mazda,Xedos 9,3000,,200,220,7.5,32500,P,5,260,260 Nm
Mazda,121,1300,,70,155,13,13500,P,5,110,110 Nm
Mazda,1200,1200,,60,130,16,11000,P,4,90,90 Nm
Mazda,1500,1500,,85,145,14,13500,P,5,120,120 Nm
Mazda,RX-2,1308,,130,185,8.5,22500,P,4,220,220 Nm
Mazda,RX-5,1588,,135,190,8,27500,P,4,210,210 Nm
Mazda,RX-7 Spirit R,1308,,280,250,5.5,37500,P,2,290,290 Nm
Mazda,Cosmo Sport (110S),1000,,110,170,10,32500,P,2,150,150 Nm
Mazda,Eunos 500,1998,,135,200,9,26500,P,5,170,170 Nm
Mazda,Eunos Roadster,1590,,116,180,9.5,16500,P,2,140,140 Nm
Mazda,Familia Astina,1800,,135,200,8.5,21000,P,5,170,170 Nm
Mazda,Savanna RX-7,1308,,165,230,7.5,30000,P,2,230,230 Nm
Mazda,Capella Cargo,2000,,115,180,12,20000,P,4,160,160 Nm
Mazda,818,1600,,100,170,12.5,16000,P,5,130,130 Nm
Mazda,Sentia Hardtop Coupe,2500,,160,210,8,32500,P,4,220,220 Nm
Mazda,Biante,2000,,150,185,10,24000,P,7,200,200 Nm
Mazda,Premacy Hydrogen RE Hybrid,1308,,200,180,9.5,42500,H,5,260,260 Nm
Mazda,Carol P360,360,,26,85,35,9000,P,4,45,45 Nm
Mazda,T2000,2000,,110,170,12.5,19000,P,2,160,160 Nm
Mazda,AZ-Offroad,1298,,85,145,12,16500,P,5,130,130 Nm
Mazda,Scrum Wagon,657,,64,120,15.5,11000,P,4,95,95 Nm
Mazda,Persona,1497,,92,160,13.5,14500,P,5,130,130 Nm
Mazda,Astina,1800,,140,190,8.5,22000,P,5,160,160 Nm
Mazda,Etude,1598,,105,170,10,15000,P,5,135,135 Nm
Mazda,Porter,1497,,95,130,14,13500,P,2,130,130 Nm
Mazda,MX-3,1598,,130,190,8.5,20000,P,4,140,140 Nm
Mazda,MX-5 Superlight Concept,1798,,143,200,7.5,32500,P,2,160,160 Nm
Mazda,Premacy Hydrogen RE,1308,,200,180,9.5,42500,H,5,260,260 Nm
Mazda,Bongo Truck,1998,,120,130,15,16500,P,2,150,150 Nm
Mazda,Rotary Pickup,1308,,130,150,14.5,20000,P,2,160,160 Nm
Mazda,Luce Rotary Coupe,1308,,135,175,12,27500,P,4,180,180 Nm
Mazda,Millenia S,2500,,200,220,8,32500,P,5,250,250 Nm
Mazda,787B (Race Car),2620,,700,320,3.5,6000000,P,1,500,500 Nm
Toyota,Crown Signia,2487,,240,180,7.6,43590,H,5,239,239 Nm
Toyota,4Runner (6th Gen),2393,,326,180,6.8,50000,H,7,630,630 Nm
Toyota,Corolla Cross,1987,,182,190,8.6,25210,H,5,373,190  210 Nm
Toyota,C-HR+,1987,,169,180,9.2,33000,H,5,373,190  205 Nm
Toyota,RAV4 (6th Gen),2487,,260,200,7.05,29000,,5,373,221  400 Nm
